,City Name,Cloudiness,Country,Date,Humidity,Lat,Lng,Temp,Wind
375,Sao Felix do Xingu,30,BR,1562475588,96,-6.64,-51.99,293.391,0.69
376,Velingara,100,SN,1562475588,84,13.64,-16.01,298.091,2.48
377,Lhokseumawe,99,ID,1562475589,58,5.18,97.15,302.691,1.85
378,Mogocha,93,RU,1562475589,34,53.73,119.76,297.591,4.08
379,Ossora,97,RU,1562475589,83,59.24,163.07,283.391,2.74
380,Nchelenge,0,ZM,1562475590,52,-9.35,28.74,289.891,4.62
381,Clarence Town,40,AU,1562475590,72,-32.59,151.78,293.15,4.1
382,Beringovskiy,9,RU,1562475590,73,63.05,179.32,285.891,2.57
383,Aykhal,90,RU,1562475591,100,65.95,111.51,282.15,5.0
384,Miraflores,0,PE,1562475591,25,-16.39,-71.52,285.15,2.1
385,Cotacachi,40,EC,1562475591,55,0.3,-78.27,289.15,1.0
386,Chuy,0,UY,1562475591,84,-33.69,-53.46,277.491,3.48
387,Gat,20,SN,1562475592,83,14.69,-16.54,298.15,3.1
388,Tabou,93,CI,1562475592,88,4.42,-7.36,295.891,1.43
389,Labuhan,0,ID,1562475592,39,-2.54,115.51,307.691,1.19
390,İskenderun,0,TR,1562475593,78,36.58,36.17,299.82,5.7
391,Kanniyakumari,100,IN,1562475593,82,8.08,77.57,300.591,6.64
392,Bodden Town,73,KY,1562475593,77,19.28,-81.25,301.991,4.15
393,San Pietro Vernotico,0,IT,1562475594,73,40.49,18.0,300.37,1.5
394,Tamiahua,28,MX,1562475594,84,21.28,-97.45,299.891,3.08
395,Yining,100,CN,1562475594,92,29.04,114.56,297.991,0.93
396,Poronaysk,53,RU,1562475595,75,49.22,143.1,291.391,4.53
397,Marawi,18,PH,1562475595,74,8.0,124.29,302.59,2.68
398,Mae Hong Son,75,MM,1562475595,65,19.3,97.96,301.15,2.6
399,Caconda,0,AO,1562475596,46,-13.73,15.06,283.291,1.81
400,Pangnirtung,100,CA,1562475596,83,66.15,-65.72,279.191,0.99
401,Krasnogorsk,90,RU,1562475596,100,55.82,37.34,285.37,5.0
402,Narbonne,77,FR,1562475586,88,43.18,3.0,299.26,2.6
403,Grand Gaube,40,MU,1562475597,78,-20.01,57.66,297.04,3.1
404,Pilikwe,0,BW,1562475597,18,-22.8,27.19,284.091,3.49
405,Dong Hoi,100,VN,1562475597,56,17.48,106.6,306.991,3.41
406,Aloleng,34,PH,1562475597,76,16.13,119.78,302.291,7.05
407,Bambous Virieux,40,MU,1562475598,78,-20.34,57.76,297.04,3.1
408,West Helena,69,US,1562475598,83,34.55,-90.64,300.15,2.28
409,Inyonga,70,TZ,1562475599,64,-6.72,32.06,293.791,3.87
410,Santa Isabel do Rio Negro,55,BR,1562475599,98,-0.41,-65.02,294.691,0.35
411,Faya,20,SA,1562475600,52,18.39,42.45,295.15,1.5
412,Banjar,90,ID,1562475600,66,-7.37,108.54,300.691,2.53
413,Cheyenne,75,US,1562475316,82,41.14,-104.82,292.59,1.5
414,Takefu,40,JP,1562475600,69,35.9,136.17,298.15,7.7
415,Oranjestad,40,AW,1562475601,74,12.52,-70.03,301.15,9.8
416,Surt,0,LY,1562475601,74,31.21,16.59,299.291,3.97
417,Luena,0,AO,1562475601,48,-11.78,19.91,284.591,1.31
418,Marsa Matruh,0,EG,1562475602,94,31.35,27.25,296.15,2.6
419,Pitimbu,75,BR,1562475602,94,-7.47,-34.81,295.15,1.5
420,Havoysund,0,NO,1562475602,87,71.0,24.66,284.15,12.3
421,Chokurdakh,100,RU,1562475421,73,70.62,147.9,282.391,5.73
422,Yumen,100,CN,1562475603,62,40.29,97.04,289.791,5.61
423,Taoudenni,0,ML,1562475604,24,22.68,-3.98,307.291,5.69
424,Amapa,40,HN,1562475604,94,15.09,-87.97,298.15,2.6
425,Nyurba,99,RU,1562475605,54,63.29,118.35,295.991,2.06
426,Paragominas,47,BR,1562475605,99,-3.0,-47.35,294.591,1.17
427,Port Lincoln,0,AU,1562475605,70,-34.72,135.86,287.691,7.29
428,Matara,99,BI,1562475606,81,-3.48,29.48,286.591,1.2
429,Lusambo,95,CD,1562475606,42,-4.97,23.44,294.491,0.09
430,Clermont,0,FR,1562475606,93,49.38,2.41,290.93,1.5
431,Saint-Joseph,90,FR,1562475607,83,43.56,6.97,299.15,2.53
432,Rosa Zarate,86,EC,1562475607,97,0.33,-79.47,295.291,1.03
433,Ouegoa,4,NC,1562475607,80,-20.34,164.44,294.791,12.34
434,Maltahohe,0,NA,1562475607,31,-24.83,16.98,279.491,1.0
435,Tara,75,JP,1562475608,78,33.0,130.15,306.48,3.1
436,Santa Maria,0,BR,1562475608,62,-16.02,-48.01,286.15,2.6
437,Pampas,90,PE,1562475609,80,-12.4,-74.87,278.991,0.84
438,Fort Frances,90,CA,1562475610,100,48.61,-93.4,283.71,0.49
439,Healdsburg,51,US,1562475610,82,38.61,-122.87,293.71,1.6
440,Sfantu Gheorghe,0,RO,1562475610,77,44.65,26.83,294.26,2.6
441,Saint Anthony,1,US,1562475611,35,43.97,-111.68,297.15,2.6
442,Fort Nelson,75,CA,1562475611,52,58.81,-122.69,293.15,7.2
443,Nuuk,77,GL,1562475611,76,64.17,-51.74,282.15,4.1
444,Sioux Lookout,90,CA,1562475612,100,50.1,-91.92,286.15,1.04
445,San Cristobal,58,HN,1562475612,95,14.68,-86.92,291.991,0.84
446,Nexo,81,DK,1562475612,76,55.06,15.13,287.15,8.7
447,Rocha,0,UY,1562475613,88,-34.48,-54.34,274.991,2.68
448,Tibiri,28,NE,1562475613,54,13.57,7.05,302.191,6.91
449,Severobaykalsk,40,RU,1562475613,59,55.65,109.32,290.791,3.21
450,Chalinze,74,TZ,1562475614,80,-6.64,38.35,295.291,2.27
451,Berlevag,3,NO,1562475614,88,70.86,29.09,280.291,10.28
452,Arman,100,RU,1562475615,94,59.7,150.17,281.691,1.87
453,Rosarito,20,CO,1562475615,88,4.91,-75.23,294.15,3.1
454,Bosaso,0,SO,1562475615,34,11.28,49.18,309.15,12.9
455,Cairns,1,AU,1562475431,65,-16.92,145.77,300.93,6.2
456,Crestview,20,US,1562475616,83,30.76,-86.57,302.59,2.1
457,Lashio,100,MM,1562475616,60,22.93,97.75,302.191,2.63
458,Sadovoye,5,RU,1562475617,49,47.78,44.52,295.591,1.82
459,Ohara,75,JP,1562475617,54,35.12,135.83,303.71,4.1
460,Bin Qirdan,0,TN,1562475450,32,33.14,11.22,301.291,2.13
461,Mahibadhoo,100,MV,1562475618,69,3.78,72.97,302.391,3.14
462,Takoradi,100,GH,1562475423,92,4.89,-1.75,296.191,2.17
463,Vestmannaeyjar,0,IS,1562475618,77,63.44,-20.27,284.791,4.5
464,Khandyga,66,RU,1562475618,49,62.65,135.58,293.391,0.3
465,Huadian,84,CN,1562475619,59,42.97,126.75,301.591,4.39
466,Katsuura,40,JP,1562475619,54,33.93,134.5,302.15,5.1
467,Roebourne,0,AU,1562475619,30,-20.77,117.15,300.991,6.6
468,Kannur,75,IN,1562475619,94,11.88,75.37,302.15,4.6
469,Sao Marcos,0,BR,1562475620,100,-28.97,-51.07,272.59,0.87
470,Lompoc,1,US,1562475583,93,34.64,-120.46,287.59,4.85
471,Jalu,0,LY,1562475620,38,29.03,21.55,301.091,4.2
472,Waipawa,3,NZ,1562475621,86,-39.94,176.59,281.48,7.6
473,Foki,100,RU,1562475621,89,56.69,54.35,286.891,5.02
474,Petropavlovsk-Kamchatskiy,75,RU,1562475621,82,53.05,158.65,286.15,5.0
475,Trincomalee,92,LK,1562475621,39,8.58,81.23,309.191,4.97
476,Kaka,0,TM,1562475622,11,37.35,59.62,311.191,2.28
477,Parit Buntar,75,MY,1562475622,66,5.13,100.49,305.15,4.1
478,Sulangan,46,PH,1562475623,70,11.14,123.72,302.291,2.33
479,San Juan,63,AR,1562475623,61,-31.54,-68.53,276.491,0.38
480,Bonanza,100,NI,1562475623,99,14.03,-84.62,294.891,0.9
481,Fontem,99,CM,1562475624,96,5.49,9.85,295.991,0.37
482,Ambulu,0,ID,1562475624,83,-8.35,113.61,297.491,10.31
483,Salinopolis,45,BR,1562475624,80,-0.61,-47.36,300.591,7.9
484,Glendive,1,US,1562475624,100,47.11,-104.71,294.15,2.1
485,Jiuquan,99,CN,1562475625,41,39.73,98.49,289.891,0.75
486,Lata,20,IN,1562475625,90,30.78,78.62,283.891,3.53
487,Hovd,75,NO,1562475625,87,63.83,10.7,284.26,2.6
488,Dibulla,59,CO,1562475626,82,11.27,-73.31,299.891,10.19
489,Montepuez,1,MZ,1562475626,68,-13.13,39.0,294.491,2.06
490,Patos de Minas,37,BR,1562475626,17,-18.6,-46.51,279.26,1.7
491,Bull Savanna,88,JM,1562475626,74,17.89,-77.59,301.191,3.75
492,Sukabumi,3,ID,1562475539,54,-6.92,106.93,305.37,2.97
493,Sumenep,16,ID,1562475627,52,-7.02,113.87,302.591,7.1
494,Vila do Maio,75,CV,1562475627,73,15.13,-23.22,296.15,5.7
495,Padang,30,ID,1562475628,72,-0.92,100.36,301.491,3.67
496,Harper,1,US,1562475628,73,30.3,-99.24,299.82,1.5
497,La Ronge,40,CA,1562475629,72,55.1,-105.3,288.15,1.0
498,Verkh-Usugli,100,RU,1562475629,52,52.7,115.17,291.191,2.61
499,Gao,51,ML,1562475629,37,16.28,-0.04,305.391,2.28
500,Wahiawa,20,US,1562475630,61,21.5,-158.02,302.15,6.2
501,Westport,1,US,1562475364,100,41.14,-73.36,297.59,3.1
502,Batemans Bay,0,AU,1562475630,77,-35.71,150.18,290.93,0.45
503,Vila Velha,75,BR,1562475631,69,-3.71,-38.6,300.15,3.1
504,Tommot,67,RU,1562475631,35,58.97,126.27,303.191,1.78
505,Santa Fe,33,AR,1562475631,63,-31.62,-60.7,280.37,2.24
506,Alma,1,US,1562475632,53,39.28,-106.06,287.15,7.2
507,Avera,1,US,1562475632,94,33.19,-82.53,299.26,2.1
508,Balkanabat,67,TM,1562475632,29,39.51,54.36,306.191,2.12
509,Kuito,0,AO,1562475632,45,-12.38,16.94,284.191,2.13
510,Den Helder,90,NL,1562475502,67,52.96,4.76,287.59,5.1
511,Shebalino,100,RU,1562475633,30,51.29,85.68,300.691,3.12
512,Zonguldak,0,TR,1562475517,60,41.25,31.83,296.591,4.49
513,Grindavik,0,IS,1562475633,100,63.84,-22.43,282.59,3.6
514,Naze,100,NG,1562475634,95,5.43,7.07,296.391,2.1
515,Aksarka,100,RU,1562475634,48,66.56,67.8,287.591,10.43
516,Dunedin,72,NZ,1562475634,49,-45.87,170.5,285.37,12.52
517,Ambon,0,FR,1562475635,87,47.55,-2.56,289.26,1.5
518,Mpika,27,ZM,1562475635,51,-11.84,31.4,290.491,3.56
519,Nikel,8,NO,1562475636,93,69.41,30.21,280.15,12.3
520,Viedma,31,AR,1562475636,63,-40.81,-62.99,279.291,3.8
521,Sandane,100,NO,1562475636,66,61.77,6.22,285.15,4.1
522,Sambava,4,MG,1562475637,63,-14.27,50.17,298.191,1.56
523,Vardo,1,US,1562475637,94,39.62,-77.74,296.48,1.48
524,Madimba,75,CM,1562475637,100,4.42,9.93,298.15,1.0
525,Beterou,9,BJ,1562475638,98,9.2,2.26,294.691,2.02
526,Beira,20,ES,1562475638,93,43.2,-8.36,289.82,1.0
527,Kupang,40,ID,1562475638,42,-10.16,123.6,303.15,10.3
528,Yuksekova,0,TR,1562475639,47,37.57,44.29,297.15,3.1
529,Bathsheba,40,BB,1562475639,78,13.22,-59.52,300.15,6.2
530,Itarema,68,BR,1562475640,95,-2.92,-39.92,294.891,1.84
531,Klaksvik,79,FO,1562475640,81,62.23,-6.59,281.15,6.2
532,Aktau,0,KZ,1562475640,45,43.65,51.16,302.15,6.0
533,Manicore,100,BR,1562475640,98,-5.81,-61.3,295.091,1.27
534,Maharajganj,98,IN,1562475641,57,26.11,84.5,306.191,5.23
535,Buala,87,SB,1562475641,78,-8.15,159.59,301.891,3.27
536,Prieska,29,ZA,1562475642,87,-29.67,22.74,280.191,5.06
537,Haileybury,1,CA,1562475642,76,47.44,-79.64,286.15,2.6
538,Anadyr,20,RU,1562475643,67,64.73,177.51,287.15,9.0
539,Olinda,75,AU,1562475643,62,-37.84,145.39,291.48,6.2
540,Waterloo,78,SL,1562475643,84,8.34,-13.07,298.591,5.27
541,Boke,100,GN,1562475643,95,10.95,-14.28,295.991,1.55
542,Beysehir,0,TR,1562475644,61,37.68,31.72,292.691,2.21
543,Palmer,20,AU,1562475388,82,-34.85,139.16,289.82,5.7
544,Maniitsoq,80,GL,1562475645,65,65.42,-52.9,281.991,1.46
545,Kahului,90,US,1562475645,58,20.89,-156.47,302.15,8.2
546,Baykit,86,RU,1562475645,65,61.68,96.39,292.791,2.9
547,Salisbury,95,GB,1562475499,93,51.07,-1.8,290.37,4.1
548,Ulety,100,RU,1562475647,56,51.36,112.48,290.891,3.62
549,Evensk,100,RU,1562475647,91,61.92,159.24,283.391,0.92
550,Trinidad,25,BO,1562475647,64,-14.83,-64.9,285.691,1.5
551,Sobolevo,100,RU,1562475647,95,54.43,31.9,283.491,1.88
552,Mandalgovi,100,MN,1562475648,29,45.76,106.27,297.691,3.45
553,Camocim,58,BR,1562475648,98,-2.9,-40.84,294.191,1.94
554,Tahe,85,CN,1562475648,53,52.34,124.71,297.491,3.35
